Code,Description,Link
0x000000EC,SESSION\_HAS\_VALID\_SPECIAL\_POOL\_ON\_EXIT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xec--session-has-valid-special-pool-on-exit
0x000000ED,UNMOUNTABLE\_BOOT\_VOLUME,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xed--unmountable-boot-volume
0x000000EF,CRITICAL\_PROCESS\_DIED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xef--critical-process-died
0x000000F0,STORAGE\_MINIPORT\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf0--storage-miniport-error
0x000000F1,SCSI\_VERIFIER\_DETECTED\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf1--scsi-verifier-detected-violation
0x000000F2,HARDWARE\_INTERRUPT\_STORM,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf2--hardware-interrupt-storm
0x000000F3,DISORDERLY\_SHUTDOWN,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf3--disorderly-shutdown
0x000000F4,CRITICAL\_OBJECT\_TERMINATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf4--critical-object-termination
0x000000F5,FLTMGR\_FILE\_SYSTEM,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf5--fltmgr-file-system
0x000000F6,PCI\_VERIFIER\_DETECTED\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf6--pci-verifier-detected-violation
0x000000F7,DRIVER\_OVERRAN\_STACK\_BUFFER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf7--driver-overran-stack-buffer
0x000000F8,RAMDISK\_BOOT\_INITIALIZATION\_FAILED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf8--ramdisk-boot-initialization-failed
0x000000F9,DRIVER\_RETURNED\_STATUS\_REPARSE\_FOR\_VOLUME\_OPEN,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xf9--driver-returned-status-reparse-for-volume-open
0x000000FA,HTTP\_DRIVER\_CORRUPTED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xfa---http-driver-corrupted
0x000000FC,ATTEMPTED\_EXECUTE\_OF\_NOEXECUTE\_MEMORY,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xfc---attempted-execute-of-noexecute-memory
0x000000FD,DIRTY\_NOWRITE\_PAGES\_CONGESTION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xfd---dirty-nowrite-pages-congestion
0x000000FE,BUGCODE\_USB\_DRIVER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xfe--bugcode-usb-driver
0x000000FF,RESERVE\_QUEUE\_OVERFLOW,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xff---reserve-queue-overflow
0x00000100,LOADER\_BLOCK\_MISMATCH,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x100---loader-block-mismatch
0x00000101,CLOCK\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x101---clock-watchdog-timeout
0x00000102,DPC\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x102--dpc-watchdog-timeout
0x00000103,MUP\_FILE\_SYSTEM,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x103---mup-file-system
0x00000104,AGP\_INVALID\_ACCESS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x104---agp-invalid-access
0x00000105,AGP\_GART\_CORRUPTION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x105---agp-gart-corruption
0x00000106,AGP\_ILLEGALLY\_REPROGRAMMED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x106---agp-illegally-reprogrammed
0x00000108,THIRD\_PARTY\_FILE\_SYSTEM\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x108--third-party-file-system-failure
0x00000109,CRITICAL\_STRUCTURE\_CORRUPTION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x109---critical-structure-corruption
0x0000010A,APP\_TAGGING\_INITIALIZATION\_FAILED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x10a---app-tagging-initialization-failed
0x0000010C,FSRTL\_EXTRA\_CREATE\_PARAMETER\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x10c---fsrtl-extra-create-parameter-violation
0x0000010D,WDF\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x10d---wdf-violation
0x0000010E,VIDEO\_MEMORY\_MANAGEMENT\_INTERNAL,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x10e---video-memory-management-internal
0x0000010F,RESOURCE\_MANAGER\_EXCEPTION\_NOT\_HANDLED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x10f---resource-manager-exception-not-handled
0x00000111,RECURSIVE\_NMI,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x111---recursive-nmi
0x00000112,MSRPC\_STATE\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x112---msrpc-state-violation
0x00000113,VIDEO\_DXGKRNL\_FATAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x113---video-dxgkrnl-fatal-error
0x00000114,VIDEO\_SHADOW\_DRIVER\_FATAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x114---video-shadow-driver-fatal-error
0x00000115,AGP\_INTERNAL,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x115---agp-internal
0x00000116,VIDEO\_TDR\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x116---video-tdr-failure
0x00000117,VIDEO\_TDR\_TIMEOUT\_DETECTED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x117---video-tdr-timeout-detected
0x00000119,VIDEO\_SCHEDULER\_INTERNAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x119---video-scheduler-internal-error
0x0000011A,EM\_INITIALIZATION\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x11a---em-initialization-failure
0x0000011B,DRIVER\_RETURNED\_HOLDING\_CANCEL\_LOCK,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x11b---driver-returned-holding-cancel-lock
0x0000011C,ATTEMPTED\_WRITE\_TO\_CM\_PROTECTED\_STORAGE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x11c--attempted-write-to-cm-protected-storage
0x0000011D,EVENT\_TRACING\_FATAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x11d---event-tracing-fatal-error
0x0000011E,TOO\_MANY\_RECURSIVE\_FAULTS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x11e--too-many-recursive-faults
0x0000011F,INVALID\_DRIVER\_HANDLE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x11f--invalid-driver-handle
0x00000120,BITLOCKER\_FATAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x120--bitlocker-fatal-error-
0x00000121,DRIVER\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x121---driver-violation
0x00000122,WHEA\_INTERNAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x122---whea-internal-error
0x00000123,CRYPTO\_SELF\_TEST\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x123--crypto-self-test-failure-
0x00000124,WHEA\_UNCORRECTABLE\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x124---whea-uncorrectable-error
0x00000125,NMR\_INVALID\_STATE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x125--nmr-invalid-state
0x00000126,NETIO\_INVALID\_POOL\_CALLER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x126--netio-invalid-pool-caller
0x00000127,PAGE\_NOT\_ZERO,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x127---page-not-zero
0x00000128,WORKER\_THREAD\_RETURNED\_WITH\_BAD\_IO\_PRIORITY,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x128--worker-thread-returned-with-bad-io-priority
0x00000129,WORKER\_THREAD\_RETURNED\_WITH\_BAD\_PAGING\_IO\_PRIORITY,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x129--worker-thread-returned-with-bad-paging-io-priority
0x0000012A,MUI\_NO\_VALID\_SYSTEM\_LANGUAGE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x12a--mui-no-valid-system-language
0x0000012B,FAULTY\_HARDWARE\_CORRUPTED\_PAGE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x12b---faulty-hardware-corrupted-page
0x0000012C,EXFAT\_FILE\_SYSTEM,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x12c---exfat-file-system
0x0000012D,VOLSNAP\_OVERLAPPED\_TABLE\_ACCESS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x12d--volsnap-overlapped-table-access
0x0000012E,INVALID\_MDL\_RANGE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x12e--invalid-mdl-range
0x0000012F,VHD\_BOOT\_INITIALIZATION\_FAILED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x12f--vhd-boot-initialization-failed
0x00000130,DYNAMIC\_ADD\_PROCESSOR\_MISMATCH,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x130--dynamic-add-processor-mismatch
0x00000131,INVALID\_EXTENDED\_PROCESSOR\_STATE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x131--invalid-extended-processor-state
0x00000132,RESOURCE\_OWNER\_POINTER\_INVALID,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x132--resource-owner-pointer-invalid
0x00000133,DPC\_WATCHDOG\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x133-dpc-watchdog-violation
0x00000134,DRIVE\_EXTENDER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x134--drive-extender
0x00000135,REGISTRY\_FILTER\_DRIVER\_EXCEPTION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x135--registry-filter-driver-exception
0x00000136,VHD\_BOOT\_HOST\_VOLUME\_NOT\_ENOUGH\_SPACE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x136--vhd-boot-host-volume-not-enough-space
0x00000137,WIN32K\_HANDLE\_MANAGER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x137--win32k-handle-manager
0x00000138,GPIO\_CONTROLLER\_DRIVER\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x138-gpio-controller-driver-error
0x00000139,KERNEL\_SECURITY\_CHECK\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x139--kernel-security-check-failure
0x0000013A,KERNEL\_MODE\_HEAP\_CORRUPTION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x13a--kernel-mode-heap-corruption
0x0000013B,PASSIVE\_INTERRUPT\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x13b--passive-interrupt-error
0x0000013C,INVALID\_IO\_BOOST\_STATE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x13c--invalid-io-boost-state
0x0000013D,CRITICAL\_INITIALIZATION\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x13d--critical-initialization-failure
0x00000140,STORAGE\_DEVICE\_ABNORMALITY\_DETECTED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x140--storage-device-abnormality-detected
0x00000143,PROCESSOR\_DRIVER\_INTERNAL,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x143--processor-driver-internal
0x00000144,BUGCODE\_USB3\_DRIVER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x144--bugcode-usb3-driver
0x00000145,SECURE\_BOOT\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x145--secure-boot-violation-
0x00000147,ABNORMAL\_RESET\_DETECTED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x147--abnormal-reset-detected
0x00000149,REFS\_FILE\_SYSTEM,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x149--refs-file-system
0x0000014A,KERNEL\_WMI\_INTERNAL,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x14a--kernel-wmi-internal
0x0000014B,SOC\_SUBSYSTEM\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x14b--soc-subsystem-failure
0x0000014C,FATAL\_ABNORMAL\_RESET\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x14c--fatal-abnormal-reset-error
0x0000014D,EXCEPTION\_SCOPE\_INVALID,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x14d--exception-scope-invalid
0x0000014E,SOC\_CRITICAL\_DEVICE\_REMOVED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x14e--soc-critical-device-removed
0x0000014F,PDC\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x14f--pdc-watchdog-timeout
0x00000150,TCPIP\_AOAC\_NIC\_ACTIVE\_REFERENCE\_LEAK,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x150--tcpip-aoac-nic-active-reference-leak
0x00000151,UNSUPPORTED\_INSTRUCTION\_MODE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x151--unsupported-instruction-mode
0x00000152,INVALID\_PUSH\_LOCK\_FLAGS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x152--invalid-push-lock-flags
0x00000153,KERNEL\_LOCK\_ENTRY\_LEAKED\_ON\_THREAD\_TERMINATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x153--kernel-lock-entry-leaked-on-thread-termination
0x00000154,UNEXPECTED\_STORE\_EXCEPTION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x154--unexpected-store-exception
0x00000155,OS\_DATA\_TAMPERING,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x155--os-data-tampering
0x00000157,KERNEL\_THREAD\_PRIORITY\_FLOOR\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x157--kernel-thread-priority-floor-violation
0x00000158,ILLEGAL\_IOMMU\_PAGE\_FAULT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x158--illegal-iommu-page-fault
0x00000159,HAL\_ILLEGAL\_IOMMU\_PAGE\_FAULT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x159--hal-illegal-iommu-page-fault
0x0000015A,SDBUS\_INTERNAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x15a--sdbus-internal-error
0x0000015B,WORKER\_THREAD\_RETURNED\_WITH\_SYSTEM\_PAGE\_PRIORITY\_ACTIVE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x15b--worker-thread-returned-with-system-page-priority-active
0x00000160,WIN32K\_ATOMIC\_CHECK\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x160--win32k-atomic-check-failure
0x00000162,KERNEL\_AUTO\_BOOST\_INVALID\_LOCK\_RELEASE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x162--kernel-auto-boost-invalid-lock-release
0x00000163,WORKER\_THREAD\_TEST\_CONDITION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x163--worker-thread-test-condition
0x00000164,WIN32K\_CRITICAL\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x164--win32k-critical-failure
0x0000016C,INVALID\_RUNDOWN\_PROTECTION\_FLAGS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x16c--invalid-rundown-protection-flags
0x0000016D,INVALID\_SLOT\_ALLOCATOR\_FLAGS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x16d--invalid-slot-allocator-flags
0x0000016E,ERESOURCE\_INVALID\_RELEASE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x16e--eresource-invalid-release
0x00000170,CLUSTER\_CSV\_CLUSSVC\_DISCONNECT\_WATCHDOG,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x170--cluster-csv-clussvc-disconnect-watchdog
0x00000171,CRYPTO\_LIBRARY\_INTERNAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x171--crypto-library-internal-error
0x00000173,COREMSGCALL\_INTERNAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x173--coremsgcall-internal-error
0x00000174,COREMSG\_INTERNAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x174--coremsg-internal-error
0x00000178,ELAM\_DRIVER\_DETECTED\_FATAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x178--elam-driver-detected-fatal-error
0x0000017B,PROFILER\_CONFIGURATION\_ILLEGAL,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x17b--profiler-configuration-illegal
0x0000017E,MICROCODE\_REVISION\_MISMATCH,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x17e--microcode-revision-mismatch
0x00000187,VIDEO\_DWMINIT\_TIMEOUT\_FALLBACK\_BDD,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x187--video-dwminit-timeout-fallback-bdd
0x00000189,BAD\_OBJECT\_HEADER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x189--bad-object-header
0x0000018B,SECURE\_KERNEL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x18b--secure-kernel-error
0x0000018C,HYPERGUARD\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x18c--hyperguard-violation
0x0000018D,SECURE\_FAULT\_UNHANDLED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x18d--secure-fault-unhandled
0x0000018E,KERNEL\_PARTITION\_REFERENCE\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x18e--kernel-partition-reference-violation
0x00000191,PF\_DETECTED\_CORRUPTION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x191--pf-detected-corruption
0x00000192,KERNEL\_AUTO\_BOOST\_LOCK\_ACQUISITION\_WITH\_RAISED\_IRQL,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x192--kernel-auto-boost-lock-acquisition-with-raised-irql
0x00000196,LOADER\_ROLLBACK\_DETECTED,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x196--loader-rollback-detected
0x00000197,WIN32K\_SECURITY\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x197--win32k-security-failure
0x00000199,KERNEL\_STORAGE\_SLOT\_IN\_USE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x199--kernel-storage-slot-in-use
0x0000019A,WORKER\_THREAD\_RETURNED\_WHILE\_ATTACHED\_TO\_SILO,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x19a--worker-thread-returned-while-attached-to-silo
0x0000019B,TTM\_FATAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x19b--ttm-fatal-error
0x0000019C,WIN32K\_POWER\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x19c--win32k-power-watchdog-timeout
0x000001A0,TTM\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1a0--ttm-watchdog-timeout
0x000001A2,WIN32K\_CALLOUT\_WATCHDOG\_BUGCHECK,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1a2--win32k-callout-watchdog-bugcheck
0x000001AA,EXCEPTION\_ON\_INVALID\_STACK,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1aa-exception-on-invalid-stack
0x000001AB,UNWIND\_ON\_INVALID\_STACK,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1ab-unwind-on-invalid-stack
0x000001C6,FAST\_ERESOURCE\_PRECONDITION\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1c6--fast-eresource-precondition-violation
0x000001C7,STORE\_DATA\_STRUCTURE\_CORRUPTION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1c7--store-data-structure-corruption
0x000001C8,MANUALLY\_INITIATED\_POWER\_BUTTON\_HOLD,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1c8--manually-initiated-power-button-hold
0x000001CA,SYNTHETIC\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1ca--synthetic-watchdog-timeout
0x000001CB,INVALID\_SILO\_DETACH,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1cb--invalid-silo-detach
0x000001CD,INVALID\_CALLBACK\_STACK_ADDRESS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1cd--invalid-callback-stack-address
0x000001CE,INVALID\_KERNEL\_STACK\_ADDRESS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1ce--invalid-kernel-stack-address
0x000001CF,HARDWARE\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1cf--hardware-watchdog-timeout
0x000001D0,CPI\_FIRMWARE\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1d0--acpi-firmware-watchdog-timeout
0x000001D2,WORKER\_THREAD\_INVALID\_STATE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1d2--worker-thread-invalid-state
0x000001D3,WFP\_INVALID\_OPERATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1d3--wfp-invalid-operation
0x000001D5,DRIVER_PNP_WATCHDOG,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1d5--driver-pnp-watchdog
0x000001D6,WORKER\_THREAD\_RETURNED\_WITH\_NON\_DEFAULT\_WORKLOAD\_CLASS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1d6--worker-thread-returned-with-non-default-workload-class
0x000001D7,EFS\_FATAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1d7--efs-fatal-error
0x000001D8,UCMUCSI\_FAILURE,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1d8--ucmucsi-failure
0x000001D9,HAL\_IOMMU\_INTERNAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1d8--ucmucsi-failure
0x000001DA,HAL\_BLOCKED\_PROCESSOR\_INTERNAL\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1da--hal-blocked-processor-internal-error
0x000001DB,IPI\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1db--ipi-watchdog-timeout
0x000001DC,DMA_COMMON_BUFFER_VECTOR_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1dc--dma-common-buffer-vector-error
0x000001DD,BUGCODE\_MBBADAPTER\_DRIVER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1dd--bugcode-mbbadapter-driver
0x000001DE,BUGCODE\_WIFIADAPTER\_DRIVER,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1de--bugcode-wifiadapter-driver
0x000001DF,PROCESSOR\_START\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1df--processor-start-timeout
0x000001E4,VIDEO\_DXGKRNL\_SYSMM_FATAL_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1e4--video-dxgkrnl-sysmm-fatal-error
0x000001E9,ILLEGAL\_ATS\_INITIALIZATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1e9--illegal-ats-initialization
0x000001EA,SECURE\_PCI\_CONFIG\_SPACE\_ACCESS\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1ea--secure-pci-config-space-access-violation
0x000001EB,DAM\_WATCHDOG\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1eb--dam-watchdog-timeout
0x000001ED,HANDLE\_ERROR\_ON\_CRITICAL\_THREAD,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1ed--handle-error-on-critical-thread
0x000001F1,KASAN\_ENLIGHTENMENT\_VIOLATION,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1f1--kasan-enlightement-violation
0x000001F2,KASAN\_ILLEGAL\_ACCESS,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x1f2--kasan-illegal-access
0x00000356,XBOX\_ERACTRL\_CS\_TIMEOUT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x356--xbox-eractrl-cs-timeout
0x00000BFE,BC\_BLUETOOTH\_VERIFIER\_FAULT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xbfe--bc-bluetooth-verifier-fault
0x00000BFF,BC\_BTHMINI\_VERIFIER\_FAULT,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0xbff--bc-bthmini-verifier-fault
0x00020001,HYPERVISOR\_ERROR,https://learn.microsoft.com/en-us/windows-hardware/drivers/debugger/bug-check-0x20001--hypervisor-error
